,,phi_1,phi_2,phi_3,theta_1,theta_2,theta_3,theta_4,sigma,mu,init_y_1,init_y_2,init_y_3,logL,logL_birth,nlive
8220,2.1137309308980763e-15,1.4687157,-0.88465583,0.1921931,0.17598142,0.32464615,0.20061323,0.16995962,22.015135,38.399277,-38.83856,-14.333576,-62.55417,-1097.6676,-1099.8674,980
8221,2.148852743231813e-15,0.72432107,-0.44542828,0.54359657,0.68306017,0.93000823,0.4739528,0.21776111,16.133575,34.672955,14.085491,4.061327,57.287155,-1097.6511,-1100.9218,979
8222,2.1731213858600105e-15,0.6814352,0.57106537,-0.8183699,0.43153837,-0.5225949,0.14853029,0.393341,13.967676,40.84894,71.67326,4.113574,59.006462,-1097.6399,-1110.3087,978
8223,2.1800294563483445e-15,0.3850716,-0.10245311,-0.015661672,1.136804,1.2273272,0.652182,0.5263741,19.130203,39.25057,10.16753,2.9718394,6.3369527,-1097.6367,-1115.3412,977
8224,2.1800294563483445e-15,0.8325227,-0.175677,-0.1724802,0.80920535,0.31058913,-0.06464461,-0.28697073,19.303043,38.170853,-7.3257146,-29.309168,17.57669,-1097.6367,-1100.3739,976
8225,2.2108487127663343e-15,0.74067885,0.1612303,-0.13088992,0.60546947,0.5316476,0.19399153,-0.026675625,21.028063,33.317448,-41.1571,71.61939,-6.4675374,-1097.6227,-1107.2012,975
8226,2.2159823646681027e-15,0.12215634,-0.21343952,0.053560235,1.0374838,0.85602957,0.6615974,0.48613757,19.707565,59.757885,26.16921,34.43942,1.4720304,-1097.6204,-1103.8853,974
8227,2.2186890729746457e-15,0.58126044,-0.10540025,-0.054430794,0.8426934,0.749406,0.314675,0.1909254,19.302462,0.3040663,-33.984188,-4.9547668,32.88659,-1097.6191,-1119.5475,973
8228,2.256105612540675e-15,0.48906437,-0.13655582,-0.11505341,0.5007289,0.81514573,0.2774249,0.44655907,16.886456,52.128937,-109.708084,-8.335937,-88.34943,-1097.6024,-1098.5648,972
8229,2.2627249885679304e-15,0.66742146,0.33670494,-0.43071198,0.21884492,-0.2200993,-0.026943859,0.1762291,21.274176,53.553276,-18.477098,-30.270395,26.892181,-1097.5995,-1097.864,971
8230,2.2641064678497993e-15,1.0584849,-0.491469,0.057555787,-0.0028292546,0.44571495,0.27631053,0.3567612,20.018232,35.172974,53.301476,85.29426,15.797347,-1097.5989,-1113.3345,970
8231,2.2660419559507234e-15,0.65754426,0.41509962,-0.5421928,0.43883288,0.083521,0.15417685,-0.07420874,17.947271,25.615519,92.73831,-18.872538,-18.459734,-1097.598,-1098.5648,969
8232,2.298638300670427e-15,0.8064569,0.21568786,-0.19927219,0.28424197,-0.028307434,-0.4011582,-0.114114486,18.400347,18.85401,-28.84929,-56.84891,18.1942,-1097.5837,-1099.2437,968
8233,2.302851088851994e-15,1.2819635,-0.62352014,-0.15500173,0.04872404,0.04607121,0.5221055,0.2752754,18.491474,19.116388,-22.628876,-13.887117,-9.819668,-1097.5819,-1097.864,967
8234,2.3073532400857773e-15,0.20922326,0.16668665,0.12513034,0.85703576,0.5221242,0.14905615,0.02774813,20.953835,30.955828,25.017117,-106.279594,-37.810177,-1097.58,-1123.4956,966
8235,2.3540108437748197e-15,1.0108116,-0.07721106,-0.45183972,0.22625877,0.091819234,0.09410571,0.70737463,18.386406,23.075727,-24.509897,52.169647,55.579414,-1097.5599,-1105.7269,965
8236,2.354873066161337e-15,1.1766189,-0.59445596,0.10068227,0.18657525,0.5349371,0.3651189,0.050415013,18.81478,16.93988,-5.02138,-6.423605,8.982596,-1097.5596,-1107.2012,964
8237,2.3698685335838312e-15,0.6928496,0.4967788,-0.4726345,0.45163718,0.038661115,-0.29365355,-0.23671924,16.399788,28.489058,-93.8123,-12.190225,-62.051125,-1097.5532,-1107.8824,963
8238,2.382049938531551e-15,1.4441143,-0.658308,0.068360955,-0.339521,0.23996055,-0.058170654,-0.031118464,20.965717,68.387115,-5.3091846,-52.323227,-17.58842,-1097.5481,-1185.2136,962
8239,2.3849594898238443e-15,0.2956418,-0.24959172,0.1515279,0.8865172,0.7799883,0.32180268,0.17752908,16.273296,19.904675,-3.2628412,-69.04561,30.959368,-1097.5469,-1108.4363,961
8240,2.4110115665838696e-15,0.52420026,0.55559814,-0.7752862,0.3715311,0.06942031,0.09848746,-0.13525264,17.700672,48.894096,-41.194645,-50.115692,-0.34669065,-1097.536,-1116.9503,960
8241,2.4609666234052645e-15,1.3457739,-0.86666656,-0.028022563,0.097193755,0.09270601,0.37848467,0.26676282,14.579869,41.92923,64.88427,28.427198,91.07645,-1097.5155,-1100.3739,959
8242,2.4621685606821866e-15,0.26618358,0.40364084,-8.5961336e-05,0.98293626,0.8345521,0.3567687,0.3884662,18.314663,29.588215,-8.950098,-16.93504,28.315393,-1097.515,-1108.4363,958
8243,2.4651759727436897e-15,0.4065906,0.7113012,-0.27485076,0.7376481,0.12521592,-0.28951713,-0.36855283,17.563368,22.560228,13.638998,-62.677135,-47.488876,-1097.5138,-1133.2253,957
8244,2.480571009451816e-15,1.1358961,-0.3113464,-0.32878762,0.6210514,0.3231703,-0.00899651,0.12428025,19.059023,49.55098,9.742016,-105.75447,-43.172096,-1097.5076,-1107.8824,956
8245,2.5085860009539734e-15,0.6058638,0.20388152,-0.20744812,0.71143025,0.51001406,0.35415542,0.4943482,14.67803,31.741228,37.991856,20.834656,29.94148,-1097.4963,-1103.2579,955
8246,2.535678960431887e-15,0.8489917,-0.17465493,-0.12573692,0.5100658,0.3380065,0.39073142,0.4957679,14.121049,50.030865,61.6851,-12.475053,50.09188,-1097.4856,-1132.3291,954
8247,2.553383758077816e-15,1.4573737,-0.44211513,-0.09237056,-0.21808617,-0.38513246,-0.22260974,0.25041187,16.60224,42.014652,-45.803856,-59.591274,-23.334246,-1097.4786,-1106.4034,953
8248,2.554942695545785e-15,0.5622802,0.1040905,-0.10210201,0.9958943,0.9047022,0.32426202,0.028459536,13.960465,58.971386,-66.90572,2.775728,-32.417675,-1097.478,-1108.4363,952
8249,2.585629626265098e-15,0.36304638,0.54550135,-0.27927235,0.85507625,-0.0030243476,-0.45657626,-0.21593478,16.60835,30.017887,-94.67767,21.761522,65.375084,-1097.4408,-1099.8674,951
8250,2.557512667797129e-15,0.71407306,0.23383799,-0.40054634,0.5310405,-0.24772803,0.09730181,0.23648123,21.539164,59.302208,2.7447033,22.644268,-43.279736,-1097.4258,-1175.478,1000
8251,2.597787631996946e-15,0.19432342,0.27589595,0.1625239,1.0840322,0.63634276,0.16359834,-0.12148041,19.355568,8.013415,-37.660385,5.5853767,-17.912626,-1097.4102,-1144.8049,999
8252,2.6031841461863844e-15,0.9401378,0.177001,-0.59448075,0.24256368,-0.4228853,0.2312634,0.5711186,17.620403,39.02248,-73.14814,61.616756,-28.051641,-1097.4081,-1107.8824,998
8253,2.6191213081799827e-15,0.35547248,0.22378841,0.0505473,0.8481938,0.61488354,-0.05279787,-0.03339705,17.428776,15.121119,-4.5687485,-32.850597,-34.00073,-1097.402,-1099.2437,997
8254,2.6432101817778394e-15,1.1888409,-0.5001331,-0.087243676,0.10728688,-0.03362246,0.35284418,0.41321382,21.065594,14.487854,-18.40493,-16.753656,74.70853,-1097.3928,-1104.4073,996
8255,2.6727357006332894e-15,0.85127753,-0.32574368,0.22616507,0.8255289,0.72001237,0.31396574,0.10135432,13.458688,30.69123,-18.693897,11.948599,75.47281,-1097.3817,-1097.864,995
8256,2.719136777980104e-15,1.1147538,-0.6705487,0.31307626,0.5041239,0.68675274,0.33045584,0.43919498,16.145,73.7757,-30.353018,-83.71062,12.5292635,-1097.3645,-1115.3412,994
8257,2.7461561333987433e-15,-0.10272785,0.41144183,-0.36682227,1.181848,0.4685073,0.1919611,0.034658257,18.4477,34.969707,34.15855,17.207813,-85.92006,-1097.3546,-1103.2579,993
8258,2.7846388269112163e-15,0.9103494,0.5558511,-0.56597406,0.6470111,-0.33021355,-0.4103718,-0.02765057,17.747253,-3.0628076,27.298996,-4.416568,13.593758,-1097.3407,-1116.1663,992
8259,2.7873595290178588e-15,0.80701375,0.035567302,-0.36664757,0.477194,-0.04814953,0.117755115,-0.03545135,14.04745,26.07811,37.599167,-24.318207,148.71661,-1097.3397,-1105.08,991
8260,2.8471969292982135e-15,0.685973,0.50692135,-0.2551136,0.8637127,0.26191694,-0.15105121,-0.15521549,19.446306,-25.64643,-43.995167,-24.111673,30.875038,-1097.3185,-1110.3087,990
8261,2.853459855374885e-15,0.45271018,0.19218284,-0.12302208,0.93562514,0.67707175,0.3021358,-0.19991353,15.852457,63.94152,-40.022366,-1.1474476,30.647594,-1097.3163,-1159.1658,989
8262,2.8667268662163775e-15,0.61190253,-0.17947035,-0.26574045,0.62791705,0.35987708,0.49848092,0.14603476,20.845457,28.59518,36.26464,14.766059,58.288017,-1097.3116,-1102.6969,988
8263,2.9037072917384712e-15,0.65735096,0.23897274,-0.37989274,0.64033955,0.55878145,0.17866515,0.17974553,16.625202,11.929708,-20.241549,-16.949211,-64.96286,-1097.2988,-1145.9037,987
8264,2.90689915286837e-15,0.662572,0.06931928,-0.3776271,0.65697664,0.08585057,-0.44659263,-0.17744248,18.76632,44.095745,-62.261726,-46.3607,-36.728867,-1097.2977,-1113.3345,986
8265,2.9318448065726603e-15,1.061399,-0.27413642,-0.04525476,0.3711799,0.41636515,0.12746072,-0.07622394,19.815691,5.2909427,-32.100174,6.76162,83.93856,-1097.2892,-1097.864,985
8266,2.9322027196279015e-15,0.8147287,-0.09886087,-0.17543136,0.37081432,0.17015933,-0.2553322,-0.38284564,19.934948,34.850716,36.5948,-52.13268,99.317184,-1097.2891,-1103.2579,984
8267,2.9494340279898033e-15,0.8951319,0.55699724,-0.7384828,0.39932677,-0.48171037,-0.25201392,-0.026270542,22.170935,40.758648,26.824255,-28.92512,37.22205,-1097.2832,-1099.8674,983
8268,2.9613392559337232e-15,0.13512081,0.3488698,-0.3393599,0.9880502,0.25793478,0.2814243,0.26440513,20.240118,41.95498,-118.30412,-63.606796,0.7174471,-1097.2792,-1098.5648,982
8269,3.0389757174386632e-15,1.0964769,0.038098697,-0.14791435,0.11031915,-0.51318294,-0.3051976,-0.052384336,17.607574,8.444724,59.418694,-51.809948,17.41787,-1097.2533,-1156.0841,981
8270,3.0579541365213742e-15,0.84257525,0.28627005,-0.5745754,0.47602096,0.14999884,-0.04360161,-0.0062965853,15.488398,68.874985,-43.24178,56.786804,-5.298609,-1097.2471,-1098.5648,980
8271,3.0796815157180655e-15,1.3218896,-0.80657655,0.24466462,-0.036616337,-0.18625279,-0.2446352,-0.104314566,19.617409,38.951347,-8.857681,5.1227546,-31.547394,-1097.24,-1113.3345,979
8272,3.1049726239677585e-15,0.45466176,0.4880816,-0.4662198,0.34670076,-0.14776564,0.19341272,0.042320844,19.478264,50.091816,38.94183,-37.58543,38.53255,-1097.2318,-1122.6735,978
8273,3.1182668775819065e-15,0.4021548,0.17720206,-0.11316349,0.8602327,0.4414573,0.44456473,0.24346136,21.539482,63.25772,-19.691557,71.87089,-22.734234,-1097.2275,-1099.2437,977
8274,3.1293252260801856e-15,0.6425761,0.37686,-0.22202489,0.77105296,0.37480664,0.2936161,0.04257315,19.989847,-7.849493,50.986332,0.47944185,88.60173,-1097.224,-1097.864,976
8275,3.129325226080897e-15,0.9912778,0.13206849,-0.27788064,0.76585627,0.41057444,0.10860915,0.09972208,17.948923,37.303154,-45.58589,46.623047,82.26614,-1097.224,-1111.0746,975
8276,3.163508373151743e-15,1.0806333,0.078677416,-0.19994414,0.36987868,-0.086524285,-0.34590802,0.053569138,20.105398,20.833736,7.471422,-9.785176,-13.763307,-1097.2131,-1103.8853,974
8277,3.245256370183729e-15,1.1240869,-0.54046535,0.3362279,0.3117939,0.30376554,-0.23223144,-0.27982458,19.150246,-7.6428385,9.139591,19.528757,-74.31982,-1097.1876,-1116.1663,973
8278,3.314923631407608e-15,0.918847,-0.17996077,-0.0895138,0.67956954,0.32948574,0.48611525,0.32766002,16.150476,44.664253,-4.1585155,32.308216,29.81807,-1097.1664,-1107.2012,972
8279,3.350316112335978e-15,1.086179,-0.100151144,-0.26529455,0.5576517,0.47829586,0.10850276,-0.07667856,16.095922,30.137783,-22.578098,-8.648996,-22.293535,-1097.1558,-1109.1426,971
8280,3.3580956390756083e-15,0.1214742,0.3775135,-0.3832746,1.2587687,0.7942331,0.34636906,0.10015646,12.042286,34.770226,-25.72745,-26.36496,-39.524155,-1097.1534,-1114.7334,970
8281,3.367126082738305e-15,1.0690441,-0.07917845,-0.26602104,0.16771345,-0.26435477,-0.25506958,0.38326523,19.425884,22.853207,-17.483448,-31.754347,-77.42686,-1097.1508,-1099.8674,969
8282,3.391878184984683e-15,0.7734553,-0.18034257,-0.30802563,0.38897073,0.21823147,0.3573273,0.0001616417,22.352125,46.85733,-6.9734716,-74.73249,-0.2192662,-1097.1434,-1102.1384,968
8283,3.4871813220311454e-15,0.8528108,0.07785346,-0.13513319,0.39916047,-0.2736183,-0.32297692,0.06187672,19.662199,24.165089,46.768757,77.35518,35.783154,-1097.1157,-1098.5648,967
8284,3.5111011396410474e-15,0.37167725,0.33683032,-0.21943277,0.71265113,0.05105852,-0.0076035033,0.08040743,13.167392,39.71829,14.066178,44.1789,24.772604,-1097.1089,-1106.4034,966
8285,3.561607293237966e-15,0.5395401,-0.336934,-0.18406233,0.690372,0.8492264,0.40598017,0.2606701,13.567997,55.06821,25.774654,35.98203,-6.541464,-1097.0946,-1097.864,965
8286,3.5781667981816954e-15,1.2085681,0.02892246,-0.42963597,0.46005863,-0.13941842,-0.017171146,0.16994096,20.86655,36.369568,14.672415,-9.008397,9.129684,-1097.09,-1117.6519,964
8287,3.694003958122807e-15,0.7576895,0.35408247,-0.38137653,0.6473362,-0.04959312,-0.0973495,0.2579681,18.503256,66.06448,48.56707,-62.54881,19.986305,-1097.0581,-1102.6969,963
8288,3.793625967558516e-15,0.9859132,0.018558443,-0.4297283,-0.0408013,-0.13177453,-0.15045905,0.3358811,13.557753,32.649773,-38.137882,-31.931911,0.08103074,-1097.0315,-1113.965,962
8289,3.9457100365831144e-15,0.8464379,0.07926531,-0.3706906,0.14818302,-0.29201013,0.28933716,0.3312881,17.817507,31.616322,24.286161,-6.8646045,-39.288906,-1096.9922,-1100.3739,961
8290,3.949083055885805e-15,0.8036343,-0.073630385,0.071730815,0.6759025,0.12216197,-0.32101217,-0.2775589,15.679812,24.811165,-61.85966,20.607916,-0.9953108,-1096.9913,-1105.08,960
8291,3.951494120620427e-15,0.28385273,-0.21101339,0.052276514,0.9471041,1.0054702,0.5553956,0.39252993,21.167587,21.539463,73.53756,-46.519806,-29.22094,-1096.9907,-1100.9218,959
8292,3.955354886430325e-15,0.26304227,0.2957085,-0.08014773,1.0940614,0.6059821,0.45355827,0.07314536,19.872385,29.799477,-38.49136,-80.756226,20.50941,-1096.9897,-1100.9218,958
8293,4.087891504897251e-15,1.2139225,-0.09203848,-0.23382668,0.06516018,0.1684761,-0.14700213,0.0017139568,16.142359,22.592129,-16.701416,-13.306218,22.938253,-1096.9568,-1129.9943,957
8294,4.0938840151929596e-15,1.0943644,-0.52366906,0.27532452,0.24665101,0.00072968955,-0.4547396,-0.44638884,18.187119,32.43289,-7.946697,27.34816,12.41824,-1096.9553,-1099.8674,956
8295,4.110910541956776e-15,0.47087464,0.41555947,-0.56837034,0.4259553,0.06940059,0.35964224,0.46930522,14.722961,43.99956,-28.605478,-72.71321,-49.60089,-1096.9512,-1114.7334,955
8296,4.183811495232553e-15,0.39653647,0.46942896,-0.31301245,0.5341436,0.3208847,0.014930527,-0.090908244,17.203947,28.732918,-49.308735,-45.244915,-18.575226,-1096.9336,-1104.4073,954
8297,4.24554887052568e-15,0.98254937,0.2732993,-0.48799032,0.03595294,0.00071410043,-0.4379708,0.008631588,19.133999,42.000515,28.92424,32.906242,12.868436,-1096.919,-1097.864,953
8298,4.259044918676602e-15,0.3025247,0.3351293,-0.55299425,0.6021202,0.34132364,0.4849121,0.095153555,18.60871,36.43154,35.40592,1.5884231,-28.977953,-1096.9158,-1111.818,952
8299,4.1557177897014114e-15,1.0779743,-0.044496346,-0.20765842,0.4737779,0.09768295,0.09625451,-0.105703436,20.357471,18.586231,47.203335,-143.62306,31.73151,-1096.915,-1099.2437,951
8300,4.114041107915187e-15,0.80048126,0.092393,-0.54917794,0.33167905,0.2703538,-0.093828164,0.14045842,20.839024,38.578167,34.99554,46.262417,-12.603029,-1096.8992,-1125.3219,1000
8301,4.217776642042694e-15,0.6327771,0.15461656,0.16702472,0.7178891,0.15101416,-0.4644533,-0.4065313,16.527962,17.046564,-21.169064,22.459736,-25.861393,-1096.8743,-1137.0472,999
8302,4.285243033696086e-15,0.6552152,-0.18412799,0.13239028,0.7230348,0.2895605,-0.26127934,-0.31867903,15.203246,59.54465,-49.824368,-30.254993,-85.86352,-1096.8584,-1098.5648,998
8303,4.378839404213334e-15,0.28829032,0.2637812,-0.3245622,0.99734265,0.35684374,-0.112296194,-0.17253049,20.969267,32.778927,47.998005,-81.23821,-28.392342,-1096.8368,-1133.2253,997
8304,4.416955709385078e-15,0.061952166,0.21347073,0.1965529,1.3009273,0.91192085,0.5535692,0.23984648,18.113045,76.58968,-108.27876,39.982605,-33.51973,-1096.8281,-1116.9503,996
8305,4.4804923136080336e-15,0.75449324,0.2654639,-0.3358325,0.29397264,-0.26885605,-0.18686008,-0.26498425,15.947871,56.92598,-13.172095,23.604094,136.28421,-1096.8138,-1107.2012,995
8306,4.5766768959052745e-15,0.4567839,-0.33703923,0.39447287,0.9574791,1.3268542,0.59269446,0.21255241,18.90113,49.654533,-14.801082,17.001417,-49.47283,-1096.7926,-1121.2002,994
8307,4.5901047891598806e-15,1.5285969,-0.820986,0.11697366,-0.3814175,0.24043296,-0.080767214,0.24195269,21.663654,31.510626,-8.387526,32.523266,42.29724,-1096.7897,-1097.4408,993
8308,4.612572217681316e-15,0.8544452,0.15783592,-0.1938428,0.5643099,0.15456122,-0.13121349,0.032538205,21.839277,11.4922285,-42.732456,15.849796,-25.886309,-1096.7848,-1108.4363,992
8309,4.641944364068129e-15,1.4235376,-0.7228045,0.206072,0.12867929,-0.049475178,0.010301777,-0.21207333,18.643175,52.76519,28.717604,-2.1584895,-107.11692,-1096.7784,-1103.2579,991
8310,4.74738651825731e-15,0.5242311,0.2314714,-0.28618208,0.5799963,-0.14915003,-0.083212405,0.23273666,16.315414,35.719227,80.09529,57.160736,-0.9051707,-1096.756,-1129.9943,990
8311,4.7572485017384025e-15,0.7501073,-0.7944984,-0.020546088,0.5602878,0.6959225,0.4818554,0.5553654,17.992561,57.872494,54.337383,78.61492,-48.437824,-1096.7539,-1096.915,989
8312,4.7618965213965924e-15,1.0306588,-0.3203017,0.04376338,0.14673088,0.22133717,0.033163384,0.20077172,15.17587,57.250755,74.153885,61.001976,-39.25692,-1096.7529,-1105.08,988
8313,4.766549082357882e-15,0.6005835,0.6831897,-0.7802347,0.5273088,0.0619893,-0.05146758,0.17111847,13.896407,38.39468,-22.801811,2.5664823,-12.523958,-1096.752,-1102.1384,987
8314,4.799244538703135e-15,0.33869794,-0.11380245,-0.29790077,0.8811622,0.7710511,0.661514,0.6443382,21.25292,36.886497,-26.27908,95.75028,65.97327,-1096.7451,-1121.2002,986
8315,4.8724419401566745e-15,1.1412319,-0.7011842,0.18799102,0.30066553,0.106718026,0.18024002,0.13209279,17.4412,20.513126,-6.8716464,-25.645182,2.56172,-1096.73,-1111.0746,985
8316,4.91185601314802e-15,0.9041671,0.094852544,-0.3253153,0.27654546,-0.030229317,-0.2347462,-0.25591016,19.845015,27.61475,-36.616856,-30.762867,45.192062,-1096.7219,-1117.6519,984
8317,5.103782621258445e-15,0.94403803,-0.47445422,0.059938345,0.35141826,0.5228274,0.16557978,0.2373914,20.328732,81.40468,-9.373727,-47.926197,-83.09859,-1096.6836,-1097.864,983
8318,5.220989970228205e-15,0.31846404,0.07324478,0.15141106,0.9908112,0.50133914,0.23768982,0.20526761,18.9579,65.52374,-59.38585,-27.726725,-18.17442,-1096.6609,-1108.4363,982
8319,5.22162733700642e-15,0.6527663,-0.0353551,0.008162593,0.6734692,0.034033436,-0.45414585,-0.051065408,20.59445,45.429512,-23.127293,-69.0345,47.418602,-1096.6608,-1105.7269,981
8320,5.242064208568361e-15,0.53648615,-0.35234627,-0.023744319,0.7226485,0.55677885,-0.07497,-0.10154008,16.240177,52.869534,23.971695,131.08154,3.0518248,-1096.6569,-1113.3345,980
8321,5.303856002653045e-15,1.250147,-0.2282906,-0.2758083,0.17620578,0.25636292,-0.18011697,0.049303632,21.720743,39.85279,-31.754942,85.7159,-35.85856,-1096.6451,-1110.3087,979
8322,5.322665132970744e-15,0.047852155,0.26313168,0.23209363,1.2101575,0.87898576,0.3670063,-0.059665807,18.778412,49.238598,122.290825,116.59128,42.070858,-1096.6416,-1126.1953,978
8323,5.386064463693819e-15,-0.05472236,0.26813903,-0.52892977,1.0937417,0.75281036,0.42327985,0.18198647,17.301445,43.556507,27.318733,-47.61962,29.578201,-1096.6298,-1120.3479,977
8324,5.4210237947362136e-15,0.76486313,0.042466093,0.05278558,0.7015198,0.16518463,-0.15843977,0.05246905,16.885582,55.17901,52.02581,1.3907889,83.141525,-1096.6233,-1100.9218,976
8325,5.4715505104145135e-15,1.181722,-0.61960584,0.047851562,0.55864275,0.44582465,0.37437958,0.3432918,17.799229,4.816667,8.796878,33.58198,65.98353,-1096.614,-1125.3219,975
8326,5.497661255706639e-15,1.0616304,-0.0050264276,-0.3357952,0.47223678,0.15307476,0.0987527,-0.0789555,22.003504,28.470383,-19.143862,78.19704,-80.84067,-1096.6093,-1101.5511,974
8327,5.6026722644760855e-15,1.0522265,-0.06697001,-0.5552087,0.14697447,-0.1440829,0.10185826,-0.0060449345,12.219885,46.9715,14.575934,-13.568732,39.087772,-1096.5903,-1099.8674,973
8328,5.6445470942377966e-15,0.6798899,-0.034881912,-0.094328865,0.4823576,0.40494633,0.11042552,-0.127344,21.213419,66.31759,-69.51036,-62.697357,15.036716,-1096.5829,-1111.0746,972
8329,5.712477706862924e-15,0.41300493,-0.13416876,-0.12843183,0.6342948,0.6563945,0.075727254,0.2781909,19.257143,47.85709,-21.774143,62.290623,25.710417,-1096.5709,-1118.6917,971
8330,5.732735937392549e-15,0.81504846,-0.21977732,0.17873739,0.53633034,0.62057513,-0.052580502,-0.0075912876,18.404667,75.47931,39.91971,-13.597736,-34.088768,-1096.5674,-1099.8674,970
8331,5.753768331372639e-15,1.0122737,-0.2652453,0.010757206,0.29553464,0.38030076,0.33167297,-0.048279483,16.365898,55.177025,-39.25348,-15.428759,-55.712395,-1096.5637,-1097.864,969
8332,5.8123608920085064e-15,0.99405336,-0.20638634,-0.2861043,0.80453646,0.4969059,0.1415384,0.06412081,19.601776,69.54197,-3.3246813,7.081311,-14.268388,-1096.5536,-1123.4956,968
8333,5.9407620952413444e-15,0.80939007,0.42700642,-0.44730666,0.35903695,0.028997488,-0.26451737,-0.033833258,17.638493,70.36232,7.515654,38.46105,-25.336754,-1096.5317,-1097.864,967
8334,5.980051744683062e-15,0.79461825,0.11933325,0.08210572,0.60731786,0.27134517,-0.16199629,-0.15525627,16.598293,-70.0585,6.197322,35.330044,-20.39158,-1096.5251,-1127.0697,966
8335,6.029897438969523e-15,1.1347606,-0.5971473,0.019575452,0.3973307,0.41371357,-0.23628029,-0.08372859,17.05698,50.695026,20.157814,-3.113984,1.3949057,-1096.5168,-1100.3739,965
8336,6.055715053337754e-15,1.0306116,-0.35672438,0.11646867,0.43865177,0.31893808,0.035100218,-0.038477197,15.668069,-11.42317,32.10514,45.461876,-42.599476,-1096.5126,-1097.864,964
8337,6.216751977545564e-15,0.6808604,0.18826489,0.051200192,0.7711173,0.38852012,0.15391585,0.022782577,19.769314,25.495075,15.683624,62.428955,-38.962097,-1096.4863,-1102.1384,963
8338,6.219029037033476e-15,0.915556,-0.2861682,-0.3598892,0.15691721,-0.025188567,0.28223795,0.19881238,13.783764,52.869442,27.040493,48.038513,7.6046977,-1096.486,-1113.965,962
8339,6.229666347396485e-15,0.8020795,0.00024967923,-0.45140487,0.33896783,0.41406086,0.0035404966,0.15860327,20.169943,39.783035,7.800407,-110.4973,-92.6536,-1096.4843,-1117.6519,961
8340,6.386747365552108e-15,0.9011762,-0.681828,0.22281548,0.365126,0.28868827,0.0015192167,-0.09067815,18.445374,33.197704,5.550176,-7.4124985,-60.49593,-1096.4594,-1105.08,960
8341,6.6249724479852276e-15,0.7935379,-0.44361758,-0.038349446,0.82062894,0.9024686,0.6978865,0.44016692,19.56722,63.516743,-48.6648,-30.867458,-86.74401,-1096.4227,-1166.4897,959
8342,6.770498573139034e-15,0.72361034,-0.25334492,-0.11425941,0.29566592,0.11204819,0.16827516,-0.009854181,17.485846,55.736618,-61.715923,71.465965,-53.158573,-1096.401,-1107.2012,958
8343,6.836940619287704e-15,0.77482176,-0.09782417,-0.17711712,0.3403916,0.27993512,-0.06681062,0.1850245,17.152742,26.682205,-104.65373,147.53287,-0.6595097,-1096.3912,-1104.4073,957
8344,6.927672841126421e-15,0.51732284,0.1808839,-0.075140834,0.9151721,0.35692352,0.24183543,0.029089842,20.544157,44.30384,-75.85907,78.957954,-1.514798,-1096.378,-1098.5648,956
8345,6.930210295285638e-15,0.23740709,0.6071958,-0.35187185,0.73462886,0.26445475,0.2865167,0.22927852,17.806086,49.55388,0.40246677,55.720398,23.818356,-1096.3777,-1113.3345,955
8346,7.0815768631762206e-15,1.0792954,-0.008042646,-0.22377457,0.5984416,0.37577724,0.15321992,0.259944,17.430632,-7.6627064,19.919699,-28.43946,19.947506,-1096.3561,-1099.2437,954
8347,7.11450228066414e-15,0.99598587,0.30539635,-0.5587698,0.36496532,-0.36272195,-0.4638976,-0.26978788,19.23509,43.286503,29.521889,-5.179924,-12.527022,-1096.3514,-1098.5648,953
8348,7.168551665286103e-15,0.5962993,0.3949781,-0.26789927,0.4224927,0.27846918,-0.15148324,0.038987488,18.17217,31.718176,-4.0757766,-20.600126,-55.99673,-1096.3439,-1109.1426,952
8349,7.28927164526185e-15,0.6770546,-0.23697597,-0.18107277,0.810219,0.45865813,0.5982411,0.40955245,19.546017,30.73515,-32.82206,-54.37045,17.507603,-1096.3019,-1113.965,951
8350,7.106895125563061e-15,0.8116708,0.025621459,-0.05470232,0.5574502,0.044235148,-0.33058774,-1.19568085e-05,20.256844,47.39452,-87.3106,-2.9396424,-2.3077338,-1096.3013,-1102.1384,1000
8351,7.119051082500679e-15,0.48852366,0.3810632,-0.2106849,0.97076255,0.15195829,-0.4307879,-0.1255214,14.793244,56.289692,-83.75309,-20.782146,-4.6135864,-1096.2996,-1099.2437,999
8352,7.196815952743211e-15,0.5950287,-0.3460337,0.0037349234,0.8379167,0.61583084,0.29191902,0.27596,22.606539,49.553196,-19.149874,-6.2427306,-61.075897,-1096.2887,-1096.3019,998
8353,7.298557934067153e-15,0.9850597,-0.0019862643,-0.4040467,0.06960308,-0.46957174,-0.06098727,0.45964852,21.760536,44.52884,35.34652,22.120903,-0.80969214,-1096.2747,-1108.4363,997
8354,7.439784061447557e-15,0.8728139,-0.19707169,-0.005942835,0.18575974,0.19669321,-0.10060642,0.26606297,16.49906,32.528664,-35.27531,-35.88579,-6.792921,-1096.2555,-1117.6519,996
8355,7.550489021608202e-15,0.39770022,0.6495856,-0.24861869,0.46930587,-0.21820338,-0.3986439,-0.31273484,15.840436,49.583153,2.8719811,-32.69514,47.902462,-1096.2407,-1112.613,995
8356,7.570793465866636e-15,0.5182696,0.51303244,-0.25163287,0.58864206,0.093073025,-0.15569675,-0.20781943,15.30252,19.01869,-32.800175,-56.108227,-29.92467,-1096.238,-1099.2437,994
