,,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,theta_1,sigma,mu,init_y_1,init_y_2,init_y_3,init_y_4,init_y_5,init_y_6,init_y_7,init_y_8,init_y_9,logL,logL_birth,nlive
9006,3.977930944350223e-18,0.6881222,-0.14111659,0.054407112,0.2802588,-0.33431983,0.10458967,-0.06007262,-0.2440796,0.57483655,0.26764217,16.167377,80.909584,-22.126856,57.972355,-36.901962,-20.291113,-68.3557,13.914144,40.151848,63.29517,-5.9535174,-1094.4011,-1123.1052,994
9007,4.049462217572311e-18,1.0991147,-0.29042318,-0.2116814,-0.10761872,0.4429869,-0.40131795,0.07041656,0.43218386,-0.11617879,0.26865542,20.885088,79.521515,-19.867033,-49.028965,46.44123,14.4116,-21.642807,-13.721845,-12.486622,-2.4958477,-30.076172,-1094.3833,-1102.1622,993
9008,4.055893467680986e-18,0.8875765,-0.010898299,-0.22727987,-0.23481576,0.18575972,-0.13869287,0.0790712,0.008228875,0.064251274,0.09391663,20.299297,24.881449,-30.562798,-72.68908,-26.998158,53.64637,-85.46371,19.189257,43.219116,-125.060425,5.3839927,-1094.3817,-1100.1742,992
9009,4.142963010877076e-18,0.13323338,0.54088926,-0.25437376,-0.060579307,-0.21270508,0.22171228,-0.2970164,-0.09038028,0.49311647,0.6698172,17.093452,63.378304,41.999306,-73.529,-42.200268,-29.723852,-16.580633,4.424052,-48.821728,-39.68793,2.5823383,-1094.3605,-1127.5553,991
9010,4.161209454217076e-18,1.1446033,-0.4347106,0.10574391,-0.13170809,0.2447068,-0.26407635,0.0067199296,0.020299107,0.15672565,-0.36977726,17.730633,51.232307,45.374325,52.180508,21.72948,-11.30752,-26.492313,22.643242,-45.538162,-29.993357,-32.562435,-1094.3561,-1096.1937,990
9011,4.20615089894815e-18,0.43363708,0.3898159,-0.268931,0.17166846,-0.20664309,-0.18059672,-0.1375562,0.14191797,0.1789305,0.5581842,21.755468,42.21532,43.103806,72.429695,3.8142583,-35.770634,49.07396,68.7048,-15.0903015,48.591694,1.8661553,-1094.3453,-1122.2256,989
9012,4.214888546601493e-18,1.1721706,-0.4402285,-0.0198743,-0.07893731,0.25562006,-0.25423726,0.18682641,0.07589159,0.036995452,0.14233021,12.365876,39.728592,-71.6116,12.525369,-12.072744,67.421684,90.332596,-8.11933,80.5958,-44.711926,-10.951943,-1094.3433,-1106.6431,988
9013,4.284400222718896e-18,0.62393165,0.4093784,-0.044541374,-0.35169196,0.15939033,0.040932413,-0.097211696,0.11145365,0.05254562,0.6319786,18.504894,57.051388,6.2040143,-20.701494,82.647766,-70.80143,6.910722,49.87656,36.323162,-65.7991,-2.2379475,-1094.3269,-1134.7028,987
9014,4.375306894406334e-18,0.5034242,0.60053104,-0.82605386,-0.2173968,0.42773795,-0.16004832,-0.03078296,0.29753584,-0.102474466,0.5584086,16.910099,43.276066,36.263466,-28.804064,-7.0468664,-81.606224,58.008553,-3.3873003,54.578106,-93.65881,47.47218,-1094.3059,-1126.6819,986
9015,4.4225606111748136e-18,0.5116931,0.53847706,-0.2454006,-0.38636258,0.083263315,0.320052,-0.30049077,0.18007919,0.037820384,0.36930048,18.464825,23.80803,69.9345,45.929985,18.357702,-9.339851,-60.85553,-19.339907,94.75488,108.73942,58.14999,-1094.2952,-1102.746,985
9016,4.491657475387047e-18,0.7797689,0.2912077,-0.63740534,0.33466718,0.06990494,0.031334937,-0.28080854,-0.008843534,0.3107465,0.8239886,18.711422,13.829336,-37.252472,31.1002,54.830948,-65.65924,11.286259,93.79822,8.18187,38.715103,65.829865,-1094.2797,-1100.7964,984
9017,4.519156211087543e-18,0.9524102,-0.12525202,-0.41451657,0.5386482,-0.4187239,0.113777414,-0.082341366,0.28204212,0.112310775,0.39683503,14.341022,-2.8863575,81.28195,65.27584,-22.662138,-40.395058,59.67596,116.9958,24.114923,116.95889,26.084475,-1094.2736,-1097.5793,983
9018,4.624066515956032e-18,0.18430789,0.63918406,-0.3967189,-0.16344506,0.115592025,0.3862706,-0.2811771,0.03532203,0.4087234,0.68907905,15.654243,49.0687,39.293995,75.46948,44.789127,48.971226,-11.364844,21.93419,70.72742,-10.846735,-43.82132,-1094.2506,-1102.746,982
9019,4.664317439585043e-18,0.96957743,-0.13497144,-0.19591296,0.30012962,-0.429694,-0.1966942,0.6203974,-0.021917397,-0.051594857,0.06489517,18.27743,59.70328,48.6751,-2.1672673,18.04604,-13.036001,-28.122635,21.88043,-90.2678,25.730206,97.42269,-1094.242,-1109.8646,981
9020,4.680858566362137e-18,0.7623966,-0.13437948,-0.35937425,0.3220958,-0.3229737,0.35441035,-0.35855076,-0.15375777,0.59058857,0.58771694,19.233448,62.48544,-62.450916,-59.16987,35.72761,66.9242,-14.169139,-13.604156,16.390211,-16.421286,22.265753,-1094.2384,-1095.5736,980
9021,4.786600322441737e-18,0.029924273,0.63318586,-0.1850852,-0.16307616,0.13683833,-0.31673664,0.017701648,0.40541437,-0.13849808,0.94353825,19.389349,49.74531,-31.842243,-14.741096,-26.64194,-21.60615,-50.103886,-56.38024,-22.889248,-87.21776,1.4734936,-1094.2161,-1095.5736,979
9022,4.793617081981298e-18,0.40223035,0.3410246,-0.4406098,0.21536973,-0.09231017,-0.04710516,-0.19089508,0.05003173,0.3342658,0.4923764,12.666694,63.223244,30.09472,-0.62654525,-24.994917,20.389923,59.64547,31.131819,-57.583866,-16.042147,8.0332,-1094.2146,-1123.1052,978
9023,4.795958286857725e-18,0.6709856,0.07660565,-0.5013234,0.6202577,-0.43860352,-0.09135568,0.07414959,-0.17468058,0.27238086,0.12948555,19.220102,48.549397,-5.309942,41.737896,83.73043,19.143608,-53.297005,-60.743973,-33.649837,2.2714021,-18.929941,-1094.2141,-1098.2196,977
9024,4.824731014536151e-18,0.916651,0.41522533,-0.789069,0.28364328,0.11315157,-0.023751281,-0.0074499836,-0.09485264,0.15360127,0.42385766,21.249952,50.988304,30.991556,-8.499387,-22.892258,-81.41189,5.8668857,15.583633,-25.032232,35.113823,-8.428643,-1094.2081,-1118.7635,976
9025,4.843023252368775e-18,0.9797542,-0.45455682,0.12793149,0.33595735,-0.32399982,0.102603786,-0.0011412365,0.013519847,0.16865635,0.22152129,16.90396,7.0381746,-28.213316,30.556194,-81.93527,25.653625,77.55138,-23.97437,-46.86707,-24.652752,54.997986,-1094.2043,-1126.6819,975
9026,4.87564806404675e-18,0.8023421,0.17436221,-0.3399103,0.17648154,-0.23204261,-0.12370924,0.32163996,-0.29381445,0.30659533,0.0023298825,16.1886,17.11329,13.933814,43.573975,30.527534,-38.742004,0.7351729,114.94925,48.25458,-66.74439,9.621339,-1094.1976,-1191.0808,974
9027,4.9469904363298515e-18,1.3193653,-0.46758896,-0.116015255,0.13036016,-0.08804695,0.061027188,-0.038212012,0.40518826,-0.30726016,-0.013518003,14.583569,38.284904,-41.87108,8.343534,2.2729874,13.453898,91.0151,32.69012,29.966562,27.492039,-18.291737,-1094.1831,-1098.7158,973
9028,4.977884417208658e-18,1.068054,0.036472797,-0.3303943,0.14602023,-0.2001612,0.032487277,0.0616912,-0.15384318,0.043129202,0.51897746,18.027937,43.50803,-10.035551,4.8905516,66.57173,-49.604614,-2.181448,-3.531196,29.206055,5.8597283,-19.23963,-1094.1769,-1111.9353,972
9029,5.056274690385615e-18,0.9788851,0.11874083,-0.4671839,0.18505903,-0.061083656,0.26390848,-0.18610933,0.10661417,-0.06831771,0.4523105,15.5160055,-2.5818005,-11.199202,-32.977104,-72.08954,-102.50193,-19.990122,-0.3886994,5.415235,-74.914825,-51.702564,-1094.1613,-1094.9651,971
9030,5.07978357242177e-18,0.83373946,0.4092453,-0.6176095,-0.13018729,0.26366007,-0.16968653,0.06788838,-0.089094676,0.11140727,0.19529264,16.956926,27.65629,55.652317,45.225983,14.6642275,-17.41927,-77.355415,23.560795,-87.722,-67.55459,53.51945,-1094.1566,-1119.4884,970
9031,5.0828849726394686e-18,0.48770276,0.72381455,-0.49309164,-0.5539703,0.46701333,0.14321624,-0.42949408,0.0075768568,0.1501252,0.7424699,20.231728,43.940834,11.882896,-24.160416,44.703857,17.482786,130.72568,-43.226887,30.348621,-35.953148,71.48749,-1094.156,-1116.1891,969
9032,5.107140970028611e-18,0.69877857,-0.078443795,0.17799176,-0.12729467,-0.10876127,-0.009226452,0.018599771,-0.08325782,0.08421749,0.33538073,15.682795,46.029163,-41.275944,63.19983,48.434307,-11.222455,87.5339,-29.875015,-16.32032,2.5595264,-33.82848,-1094.1512,-1103.4465,968
9033,5.144056132056873e-18,0.7521176,0.15706687,-0.46337846,0.18298401,0.09924711,-0.0029041208,0.11331212,-0.20765029,0.2668777,0.27603766,20.01752,-18.750547,41.636456,58.684456,49.506195,0.15491535,-39.543148,-6.134288,114.899956,63.72485,33.556664,-1094.144,-1102.746,967
9034,5.155371416559256e-18,1.2439693,-0.30916464,-0.083116956,-0.06167056,-0.012526142,-0.116384886,-0.08215429,0.35584658,-0.14246242,0.33614954,12.808651,42.175278,-27.322554,-35.03223,16.38384,23.579607,-10.36225,-19.75532,-79.26232,91.33622,63.720276,-1094.1418,-1096.1937,966
9035,5.3073460020525985e-18,0.5341037,0.46307757,-0.2849724,-0.02160697,-0.14082389,-0.07697492,0.22593808,0.051206414,-0.062710114,0.4784457,20.966816,69.88044,-39.612926,40.739037,66.719246,34.082184,2.6663017,-14.542506,-58.279762,68.23668,50.89461,-1094.1128,-1104.6024,965
9036,5.331371384996754e-18,0.3055888,0.33596238,-0.20525861,0.2170544,-0.25859794,0.012691822,0.14617452,-0.22451437,0.13797295,0.762404,16.35023,37.215324,31.01734,-19.12071,46.698605,95.70088,-2.2714627,-71.07561,-41.749393,-39.686417,56.48918,-1094.1083,-1112.7655,964
9037,5.556621815784158e-18,0.80242336,0.09522609,-0.3374809,0.21079,-0.3574104,0.16611701,-0.19885059,0.34204584,-0.041931707,0.14992324,22.563465,44.240093,-25.043694,-35.533073,-48.49451,72.37407,-32.88575,30.87493,62.598278,-1.163867,-25.185007,-1094.0669,-1094.9651,963
9038,5.585865336749575e-18,0.48078007,0.49766412,-0.48993263,0.04865417,-0.045467407,-0.16596106,0.4075814,-0.13415629,-0.05291477,0.7677698,17.898403,29.314798,48.433285,-16.215273,-76.661934,-13.836618,58.42607,-33.63629,-41.31822,-32.135353,-60.23614,-1094.0616,-1100.1742,962
9039,5.7071726016987194e-18,0.5397478,0.48906797,-0.6322821,0.22572152,0.213205,-0.11973499,-0.19027765,-0.021987926,0.41729558,0.5919873,22.284487,61.865078,-39.23269,13.186727,-17.184809,74.11731,37.71368,-37.802998,61.577957,10.564057,-35.765385,-1094.0402,-1131.6179,961
9040,5.72671291436529e-18,1.1965781,-0.57655513,-0.37225953,0.6329087,-0.274028,-0.2656486,0.09634877,-0.017075015,0.21021958,-0.16039999,15.369096,35.946136,-35.93264,-35.923264,40.084187,25.560848,6.3541875,-18.856724,-71.03633,59.96577,11.450462,-1094.0367,-1106.0613,960
9041,5.7871488897795e-18,0.6878035,-0.17626923,-0.100014135,0.13098072,-0.08758436,-0.022154158,-0.02377182,0.31144306,0.16861923,0.65256864,17.057917,30.284142,-26.383686,-63.854107,-29.029356,133.85631,-8.251611,11.96211,43.29934,-61.524754,1.4444029,-1094.0262,-1095.5736,959
9042,5.80341981905115e-18,1.0109384,-0.26423392,0.13979058,-0.322886,0.3432559,-0.41468742,0.22671197,-0.13089463,0.11961363,0.24573188,17.676445,26.916912,-21.292395,52.048515,27.9903,-95.024,-29.253086,56.529194,-52.91102,25.32188,54.972324,-1094.0234,-1132.6871,958
9043,6.1049904755458e-18,1.1111057,-0.21000421,-0.35107133,-0.28185454,0.8700346,-0.591337,-0.03226759,0.15438466,0.2076554,-0.13235176,18.643423,61.43068,-9.495633,-6.5827246,-73.045166,-48.74578,12.522502,20.274408,-56.55111,-23.338352,46.242607,-1093.9728,-1125.8734,957
9044,6.119166432400781e-18,0.97352606,0.09928119,-0.5639492,0.2791278,0.1539665,-0.31223795,0.27733323,-0.18777476,0.23566668,0.0065235053,14.412105,-1.7299545,-20.965174,-54.05525,4.614473,29.34368,12.219779,6.781934,-90.6101,47.166718,-45.741364,-1093.9705,-1104.1152,956
9045,6.310327658971384e-18,0.1329531,0.47035563,-0.17369927,0.23732048,-0.21276858,-0.28881338,0.26527843,0.031133316,0.055894904,0.90302324,16.876408,35.997524,32.425045,9.364364,32.78782,57.782055,-11.778588,-20.17997,-85.00796,-59.29026,24.112808,-1093.9397,-1129.6982,955
9046,6.338119612647531e-18,0.5241042,0.06466761,-0.14857942,-0.2792384,0.21464418,-0.066851355,-0.48035333,0.22606598,0.22540125,0.51441914,17.759666,33.59424,24.704205,-23.019365,13.019109,-106.94731,-76.27095,-62.078724,55.67739,15.459288,-63.09527,-1093.9353,-1123.932,954
9047,6.4277221329138845e-18,0.36000848,0.5603318,-0.1793198,-0.20267415,-0.019524999,0.13620463,-0.09872482,-0.13832454,0.3254301,0.6326042,21.526361,33.575485,-26.007719,-24.111134,98.86866,-20.44007,31.183073,50.352474,-46.314068,-3.717969,12.961241,-1093.9213,-1141.1454,953
9048,6.449729475076679e-18,0.8649709,0.2650706,-0.4931932,-0.07998922,0.12632479,0.31554124,-0.34992376,0.05822329,0.07664783,0.34120077,16.778372,70.25597,41.063126,-12.943135,-34.267914,119.00376,55.037918,-28.148348,-18.033375,-95.87852,-54.823807,-1093.9178,-1098.2196,952
9049,6.440922507912427e-18,0.81961644,-0.10464306,-0.098871656,0.04098342,-0.05672426,0.00058796455,0.14811006,0.29554117,-0.050801422,0.41364935,17.56687,-83.34902,50.296494,63.8921,12.707955,-48.91699,-90.8826,-98.3944,34.19488,51.94792,20.41155,-1093.8939,-1098.7158,951
9050,6.30588922740937e-18,1.0043367,-0.16231035,-0.42933723,0.38005993,-0.35410795,0.22147015,0.1181443,-0.37235883,0.18283354,0.44706026,18.204908,58.300896,-1.4274042,38.04289,-21.921806,12.1428795,24.806988,-6.387761,39.889057,-6.111611,-14.280169,-1093.8892,-1134.7028,1000
9051,6.319760174540757e-18,0.5190671,0.22517602,-0.3796893,0.20275348,-0.06538784,-0.48974732,0.36334765,0.13372572,0.15874723,0.58881044,14.955357,78.231316,-77.84214,19.632563,-18.128704,28.636055,-44.739437,-33.17496,1.8189335,-15.212831,-57.235085,-1093.887,-1096.1937,999
9052,6.353795520608793e-18,0.6348557,0.054227985,-0.4259711,0.21017289,-0.2183579,0.1262126,-0.038407646,0.24516924,0.016448097,0.3278945,20.17916,59.97861,-22.50753,-13.455744,6.6665177,-13.0809555,23.316885,-0.060229063,-2.857465,16.758678,-5.713765,-1093.8816,-1093.8939,998
9053,6.377106472325599e-18,0.6276561,0.28827366,-0.41505232,-0.15624937,0.12370326,-0.2756337,-0.119776614,0.4054403,-0.14613502,0.58987397,15.2720785,29.793697,-30.846987,-19.147873,78.343285,21.921482,-39.811344,-2.1799965,2.5046318,7.4961367,-68.41032,-1093.8779,-1098.7158,997
9054,6.416931535253908e-18,0.42519918,0.37935892,-0.23115365,0.10555383,0.17604369,-0.14734048,-0.5528884,0.45659792,0.3848088,0.585296,14.603311,-22.87917,34.856106,-5.6419106,16.128277,-8.244575,-31.022354,8.383421,-16.959208,-43.39237,-49.098465,-1093.8717,-1098.7158,996
9055,6.4381159815891616e-18,0.6226833,0.47919947,-0.68505543,0.25469756,0.08600305,-0.29591992,0.022983804,0.0127828615,0.3536739,0.11698524,17.547825,38.60127,5.2551913,-83.28772,-104.80872,58.657803,-58.089622,-77.16083,71.72201,-36.676548,56.753838,-1093.8684,-1142.2659,995
9056,6.4412603605135306e-18,1.14733,-0.38001722,-0.023457432,0.30307,-0.30599487,0.014493031,-0.15574236,0.12934741,0.16149864,0.10084255,17.266188,-8.893439,1.0072558,6.1399693,-107.07603,-1.2978885,-31.428965,-4.912196,47.365078,-10.858191,-12.938344,-1093.8679,-1096.1937,994
9057,6.4507027145930064e-18,0.72519165,0.4119335,-0.24124026,-0.2507122,0.035035823,0.10399978,-0.036354426,-0.15840349,0.27792427,0.27144277,16.349716,42.809948,-26.599707,-10.729534,43.139194,-52.258183,34.687637,123.658676,70.88149,2.390787,44.546257,-1093.8665,-1096.1937,993
9058,6.69866866164236e-18,0.575037,-0.24848606,0.10621916,0.28844905,-0.37034887,0.041255035,-0.0060113654,0.0049002534,0.18000017,0.5075172,15.738641,45.38847,57.457798,13.543415,37.981712,9.812464,30.70288,-7.3459682,52.09937,19.63941,2.657723,-1093.8287,-1098.7158,992
9059,6.718322443148541e-18,0.1598571,0.65769935,-0.5558984,0.0741677,0.19137603,-0.4618083,-0.11205237,0.271907,0.23070386,0.78473437,14.990178,24.718365,1.7950895,-2.40282,77.927826,-9.727695,29.93359,47.238213,-28.098013,-10.092483,-73.413345,-1093.8258,-1112.7655,991
9060,6.816627541170566e-18,1.4793295,-0.52382815,-0.18070778,0.052560244,0.14923924,-0.47119886,0.5557859,-0.14630376,-0.0018546947,-0.17924555,21.416578,53.2372,-18.537663,18.60557,-8.804087,-46.82343,-26.748264,59.999283,-30.27039,-33.414577,-50.450993,-1093.8113,-1093.8939,990
9061,6.849157118508567e-18,0.8897892,0.17968567,-0.3052756,0.06435269,-0.39559445,0.28953293,0.13286276,0.12399493,0.013658092,0.43909138,15.047221,8.116072,-40.373837,92.43227,-16.774752,-52.83138,16.872583,-74.176216,25.434301,-6.869327,-46.48081,-1093.8065,-1095.5736,989
9062,6.9172154125925175e-18,0.6191581,0.29689947,-0.20852588,-0.44809768,0.28180367,0.25602055,-0.24796934,0.18870208,0.088268645,0.5199838,18.872423,65.59875,-40.644318,34.284508,14.690012,-91.714134,-35.709312,-5.828014,37.260952,-4.762973,-29.06899,-1093.7966,-1096.8389,988
9063,7.063123071254472e-18,0.9850918,-0.038772017,-0.31364062,0.08711512,0.2305756,0.019805305,-0.39703277,0.43024564,-0.0038006224,0.16303004,14.375377,-10.099093,-44.698605,24.056416,25.86181,-18.090975,-12.386544,27.542688,1.7665164,32.285797,18.400658,-1093.7758,-1119.4884,987
9064,7.117650925179553e-18,0.32798088,0.590123,-0.344103,-0.16277196,0.2519269,-0.17993319,-0.32827458,0.38517097,0.111560084,0.86511624,13.236666,45.062565,111.50448,8.93825,9.501437,-0.9855764,-66.55918,38.688984,-22.11341,-51.66874,-23.99948,-1093.7681,-1097.5793,986
9065,7.15336322735318e-18,0.4212223,0.39989278,0.01987513,-0.27590996,0.107075274,0.19881256,-0.26584196,-0.0023584224,0.35777447,0.4684624,19.617403,1.4806546,-42.402138,-17.064493,-31.367228,5.0934334,-118.65358,10.23028,-30.496777,55.196568,-26.645197,-1093.7631,-1093.8939,985
9066,7.199793565275873e-18,0.5776154,-1.1645024e-05,-0.022401037,0.16788416,-0.22679998,0.10809044,-0.33510298,0.18418975,0.37487006,0.54600686,14.069635,19.72511,-24.255817,15.152386,-21.309813,40.81374,-8.624481,6.3724537,-113.19826,-34.55269,-6.0152664,-1093.7566,-1094.9651,984
9067,7.214750056591321e-18,0.9099021,-0.1257457,-0.1552605,-0.056643695,0.47576144,-0.5016421,0.16889496,0.0870746,0.17492585,-0.08189482,14.646763,29.107485,-26.936699,-38.29021,20.401505,21.840528,-28.441523,18.613842,98.72686,28.790184,55.82739,-1093.7545,-1108.007,983
9068,7.232385711616075e-18,1.1074367,0.0506878,-0.6747801,0.28404456,0.26696846,-0.375904,0.25708804,0.07781358,-0.026528308,0.07897066,22.029402,10.65792,31.18123,4.205929,5.689661,-37.23317,44.717155,21.703001,1.8062317,35.667835,-21.828146,-1093.7521,-1102.1622,982
9069,7.302469001633285e-18,0.2879091,0.2996181,-0.4518825,0.2927134,-0.21388787,-0.021513665,-0.24654931,0.013148128,0.3635268,0.5698971,16.306282,41.357372,-19.367653,-24.72167,-46.820328,67.85286,91.90833,-115.72358,9.300242,73.46635,69.09622,-1093.7424,-1094.4319,981
9070,7.440137041151117e-18,0.5842506,0.18167704,-0.61958873,0.6194886,0.030883411,-0.26961797,-0.13329504,0.1362183,0.15343502,0.8500523,18.108482,23.95051,48.45644,-5.6836653,-7.3726673,-15.062242,66.60064,-64.68338,127.01535,31.093494,35.11446,-1093.7238,-1104.6024,980
9071,7.50032166890188e-18,0.59069425,0.062379997,0.02035858,-0.17709671,-0.30014783,0.45389843,-0.080146655,-0.11144643,0.121098176,0.4793913,19.608906,44.207054,100.05716,1.6306367,1.5257992,13.277307,22.442623,14.787312,-24.070019,-35.46428,-12.844399,-1093.7157,-1094.9651,979
9072,7.75921722224067e-18,0.63688624,0.19500066,-0.27662632,0.16128665,-0.2100251,0.045335997,0.22572665,-0.04746634,0.049722366,0.2018465,18.587362,53.295086,90.97866,34.48731,73.920135,-43.517303,-12.964349,-6.906524,-36.27558,-90.81414,-31.30161,-1093.6818,-1105.3613,978
9073,7.793390377300778e-18,0.26957354,0.3279753,-0.025305344,-0.13357674,-0.48054793,0.039163288,0.28385738,-0.17532146,0.17115857,0.76048666,19.975355,40.54038,-13.790465,17.951422,-30.649708,-44.46566,52.676117,6.4615765,-25.68421,-34.11067,20.896997,-1093.6774,-1098.7158,977
9074,7.997707140675089e-18,0.83120114,0.052526902,-0.10005929,-0.49232998,0.5247114,-0.24287076,-0.070597865,0.32154155,0.0887257,0.10285208,18.344774,18.069506,12.216177,41.407406,-17.020983,25.100864,20.396687,-99.38877,43.46143,30.156944,-45.534584,-1093.6515,-1100.7964,976
9075,8.054532458522926e-18,0.5542264,0.13543585,0.0985298,-0.27926537,0.123500556,0.06369412,-0.31490734,0.37507313,0.18342924,0.18435603,16.986599,-26.493544,-3.119721,-76.00028,-17.547516,-12.784859,24.570354,-30.607246,41.02532,3.0032737,-90.472435,-1093.6444,-1096.8389,975
9076,8.05945005557122e-18,0.82742363,-0.02831079,-0.18299642,0.5127027,-0.47714958,-0.14241464,0.1414701,0.30697608,-0.08098575,0.41009682,17.46619,-5.9206295,-7.3461866,-52.992344,28.052536,27.994694,82.11988,28.94271,-79.09279,-11.895922,-45.798172,-1093.6438,-1099.3381,974
9077,8.202372550705348e-18,0.97882456,0.091004014,-0.25739014,-0.35833788,0.5698825,-0.37941423,-0.10740605,0.2493544,0.06361183,0.31746203,18.245628,7.304523,9.748557,25.299978,-31.822733,-44.389744,-3.792369,16.086714,-1.6056917,16.416382,88.436005,-1093.6262,-1118.7635,973
9078,8.219411749493694e-18,0.8747681,0.18458278,-0.52689767,0.020399408,0.24606597,0.25320777,-0.576647,0.34283972,0.17736691,0.3314659,18.194511,-56.861687,-45.374413,-9.188956,-15.866582,-99.008194,16.413527,19.408022,-17.408215,-14.3903885,-3.3341386,-1093.6241,-1096.8389,972
9079,8.450356282774677e-18,0.37122485,0.44330326,-0.3559026,-0.012703792,0.10255668,0.277986,-0.30943668,-0.102373615,0.38326943,0.8352346,19.615623,-5.186906,-14.0955715,-9.597248,-15.387085,-2.5941162,30.250818,-38.34006,-20.53752,-46.15618,-75.400696,-1093.5964,-1100.7964,971
9080,8.475149486376956e-18,0.9152299,-0.12563542,-0.4209741,0.1327645,-0.23024455,0.1820938,0.19911659,-0.2692495,0.25646374,0.5368003,21.606611,31.573032,-16.696672,-48.813305,-15.3507805,22.888176,40.364777,-3.8590064,-37.476273,-8.53265,57.360626,-1093.5935,-1094.9651,970
9081,8.53120048571998e-18,0.86189306,-0.14620046,-0.7633674,0.71239805,-0.2518891,0.04383237,-0.09045435,0.022631314,0.23656617,0.6992342,18.543617,48.165432,31.428204,0.4541523,25.19432,48.273262,34.658348,-9.52514,75.58643,-21.092354,17.528227,-1093.5869,-1114.0414,969
9082,8.539535805518076e-18,0.49450636,0.2109655,-0.08024024,-0.077554755,-0.23870371,-0.09170743,0.13260145,-0.30403998,0.39110285,0.5129676,15.517083,34.976757,-67.80566,-2.9031487,42.58488,-36.226315,-51.640263,64.568985,54.905247,38.637688,-22.319103,-1093.5859,-1093.8939,968
9083,8.545792639387621e-18,0.90000236,-0.10294909,-0.30779335,0.26360902,-0.22543123,-0.14329849,0.09628638,0.18839724,0.09009342,0.01632725,11.920754,29.519365,-37.49235,-1.4778011,82.81312,141.62947,-14.353494,-12.48844,-10.378232,-7.780973,21.740295,-1093.5852,-1095.5736,967
9084,8.570865851665368e-18,0.863762,0.13301042,-0.5209982,0.34277043,-0.38092923,-0.15544558,0.46240687,-0.0014349105,-0.01885562,0.14122532,19.417719,57.217407,19.44656,4.9959383,69.4078,71.95129,3.7922008,89.041336,-107.194374,-40.72591,-70.969894,-1093.5823,-1110.5929,966
9085,8.590767639390966e-18,0.7528426,0.17323789,-0.47336736,0.61536086,-0.30357832,-0.25873762,-0.11395817,0.31401706,0.16621792,0.31498915,18.889719,34.662125,26.611143,-66.09518,-16.648571,19.189663,-18.643642,2.9246094,2.2867224,-58.335438,52.49642,-1093.58,-1102.746,965
9086,8.96794763187415e-18,1.1626654,-0.09955975,-0.38168803,-0.041470774,0.23544613,0.07085103,-0.2895652,0.40911606,-0.23762861,0.17358354,20.533619,32.609158,43.47428,35.711525,24.155077,41.164375,-56.871365,-9.738835,39.53878,85.80914,66.98428,-1093.537,-1110.5929,964
9087,8.983286817738067e-18,0.19481996,0.51301646,-0.52007324,0.2629656,0.046922684,-0.3087302,-0.23108871,0.25164658,0.42387998,0.6304461,17.76752,67.04112,13.925196,37.4885,18.701073,-46.803364,-40.346832,84.69766,-3.0608995,93.07519,25.632648,-1093.5353,-1106.6431,963
9088,9.006344804629127e-18,0.9956578,-0.61944896,0.18729317,-0.12208219,0.08178183,0.039679747,0.045136184,-0.14898433,0.23828821,0.12187186,18.930702,49.136116,-21.483662,33.974197,-22.434158,4.5262027,-22.508772,96.307686,-54.08492,-56.124413,16.362532,-1093.5327,-1109.2499,962
9089,9.130324007913508e-18,1.1536223,-0.62365484,0.21081454,0.31411386,-0.58361155,0.14460932,0.2892385,0.059949633,-0.0128359515,0.028272817,18.342768,100.99953,-17.06951,3.6391006,36.98779,-43.35281,10.644256,22.543053,23.417927,107.84884,-36.178444,-1093.519,-1113.4177,961
9090,9.226679464443181e-18,0.4654615,0.09730793,-0.073600926,0.047407612,-0.15138732,0.008744918,-0.12463363,0.21226113,0.13258843,0.80158454,20.272194,32.88947,-13.4396105,30.077951,-31.885206,-98.38693,15.348506,70.58767,9.112054,34.260777,32.322395,-1093.5085,-1135.6389,960
9091,9.276370152053383e-18,0.3667669,0.47204164,-0.26531127,-0.29271308,0.10377538,0.49600157,-0.3101131,-0.0137398755,0.17711283,0.74494153,18.02119,60.600857,28.565733,9.160596,24.79561,15.184067,37.34573,8.947429,0.12009801,79.7036,-90.326385,-1093.5032,-1094.4319,959
9092,9.33772008082056e-18,1.0977722,-0.37747878,0.063481815,0.1481118,-0.06997933,-0.28700888,0.35744518,-0.23548827,0.2845474,-0.1241831,20.17225,16.264765,61.144627,-20.28296,-31.563627,-47.876232,20.060596,23.731775,-3.90289,50.65021,16.788223,-1093.4966,-1102.746,958
9093,9.419001752817545e-18,0.98613733,-0.044364173,-0.56716865,0.3039462,0.21699692,-0.2505545,-0.11641659,-0.013806614,0.4383657,0.34054217,18.887053,24.449442,-57.744526,-42.686478,32.73231,-36.50489,-25.582691,-17.456928,54.40598,-5.9165854,72.83687,-1093.4879,-1104.6024,957
9094,9.57784620562527e-18,0.91133904,0.01918026,0.025283113,-0.09611961,-0.21929021,-0.020622524,0.32629523,-0.111393936,0.12902449,0.41566485,21.894375,14.20157,25.135578,-39.029648,-30.729677,19.387531,5.27124,-27.34675,-81.413376,-42.56056,113.910774,-1093.4712,-1110.5929,956
