,,alpha_ar_1,alpha_ar_2,alpha_ar_3,alpha_ar_4,alpha_ar_5,alpha_ma_1,alpha_ma_2,alpha_ma_3,alpha_ma_4,sigma,mu,init_y_1,init_y_2,init_y_3,init_y_4,init_y_5,logL,logL_birth,nlive
12530,3.0176650180837752e-12,0.9784308,-0.50691867,0.2881735,0.3708751,-0.076424226,0.53407824,0.31616372,0.29163572,0.15234253,14.041934,48.56434,31.682755,-29.77291,65.4224,-89.261635,33.747246,-1080.9424,-1089.2767,970
12531,3.055473374601273e-12,0.4125541,-0.35670373,0.34439945,0.024375089,-0.54446477,-0.26521558,-0.7013145,-0.39923018,-0.04455214,13.776821,57.409073,-19.64179,-1.1334347,-19.731937,34.86407,2.6911724,-1080.9299,-1092.1115,969
12532,3.0595789388949217e-12,0.98624593,-0.4560688,-0.26194948,0.72817904,0.7094757,0.10341753,0.8036891,0.5906168,-0.23343167,18.21956,10.162592,4.21141,10.380369,-7.396651,0.89496076,55.176945,-1080.9286,-1082.4199,968
12533,3.0663090377247023e-12,0.96041024,-0.2318657,-0.56563663,0.36918476,0.5677127,-0.6362367,0.4021823,0.66626793,0.07187375,19.030794,25.872538,-31.397585,-10.341677,-56.268967,20.625946,-27.277222,-1080.9264,-1102.7544,967
12534,3.080565679595528e-12,0.44510174,-0.04884317,-0.062342715,0.29134846,-0.31424537,-0.25757664,-0.4255459,-0.38847262,0.024302792,19.636768,51.26244,34.23734,24.13314,-14.9256935,-32.049355,5.1184273,-1080.9218,-1086.0845,966
12535,3.0831991238689645e-12,0.9492706,0.7170911,-0.6967814,0.77150285,0.32215253,-0.8131272,0.50737894,0.15100823,0.034783635,18.12206,-5.832473,-2.6153414,-24.111313,-5.4800506,-6.027519,-2.4000869,-1080.9209,-1084.6418,965
12536,3.132899537212063e-12,0.89855826,-0.7010644,-0.32086074,0.8250902,-0.13935027,-0.23591892,0.5386776,-0.3041887,-0.03408456,16.827932,54.02353,-11.771869,-35.771767,-30.974894,15.78045,-18.129135,-1080.9049,-1088.8868,964
12537,3.1678950457038535e-12,-0.70436144,0.96259236,-0.84987426,0.89788264,-0.26990196,0.43177575,0.4216331,-0.46151656,0.018659893,18.344782,97.62668,-7.3831277,47.85042,51.67385,38.971153,-28.298351,-1080.8938,-1092.9146,963
12538,3.176801779781439e-12,0.8198618,-0.35865012,-0.9314627,0.948583,-0.06736325,0.87705755,0.1728911,-0.71656495,0.1240541,17.99475,22.589764,37.802128,47.12064,37.902706,48.041885,-19.889366,-1080.891,-1087.2825,962
12539,3.2896693902877902e-12,0.91403544,0.34877327,-0.69868886,0.6057945,0.37049907,-0.00075413275,0.6779435,-0.08554013,-0.11781689,16.182453,7.034848,-5.7843614,26.950365,81.20933,-35.073627,79.58948,-1080.8561,-1098.0116,961
12540,3.292481588408554e-12,0.7408856,0.16287777,-0.7841876,0.6948458,0.12736817,-0.7243184,0.71242523,-0.35708997,-0.007028029,17.796967,19.307571,-21.783537,-52.734337,-64.93718,10.74431,16.548468,-1080.8552,-1083.4177,960
12541,3.2932855150514348e-12,0.9827765,-0.23195612,-0.54639405,0.75126046,0.7124533,-0.62027043,0.62705606,0.03631441,-0.50320244,16.018312,54.9534,-27.193556,-24.951233,40.8838,-10.477229,22.629925,-1080.855,-1099.6708,959
12542,3.340250684845395e-12,-0.7429327,0.8295129,-0.89379257,0.72748095,0.20446856,-0.34897247,0.4086945,-0.14525898,-0.14605202,16.028477,76.44325,38.387764,39.21077,28.681038,11.354356,-9.273742,-1080.8408,-1086.0845,958
12543,3.353733422688162e-12,0.5321189,0.89022595,-0.68703103,0.30887562,0.22532225,-0.6684882,0.3400076,0.19583482,-0.11908419,17.23471,5.080325,10.594061,7.538616,11.240705,-53.71606,-52.192764,-1080.8368,-1083.8859,957
12544,3.3697377488869264e-12,0.93066794,-0.57536614,-0.1577623,0.3711108,0.1746751,-0.37534234,0.1743277,0.23468736,-0.20966503,18.028206,-18.607466,7.2324066,2.4785683,-6.7114525,-2.6012876,58.099358,-1080.832,-1084.6418,956
12545,3.4294950925864268e-12,0.9222994,-0.54370004,-0.44417074,0.731021,0.061072465,-0.18501858,0.5993222,-0.11893766,-0.22940752,20.958166,79.76992,4.381405,-26.169819,-19.778984,14.38428,-24.988739,-1080.8145,-1084.6418,955
12546,3.4898861074138106e-12,0.8010854,-0.39149734,-0.58802575,0.021414487,0.5931026,-0.4348567,0.22747514,0.2976602,-0.2555669,19.512388,20.304033,-22.45854,-52.00119,-16.051743,-33.15014,-26.276432,-1080.797,-1083.4177,954
12547,3.498416746307787e-12,0.94571704,-0.66215587,0.028738433,0.60045147,0.065160625,0.6029938,0.58239144,-0.2183028,-0.031325568,19.111656,86.79441,-20.268557,13.543321,57.456387,49.782104,-20.491693,-1080.7946,-1083.1696,953
12548,3.5426808760143525e-12,0.90434146,0.17751943,-0.42379636,-0.06605839,0.5328809,-0.21143527,0.49051547,0.6364404,0.045992747,15.11487,33.43959,-0.88708985,-1.4035784,45.613525,3.3039937,-51.08465,-1080.782,-1088.4457,952
12549,3.4609554142496845e-12,0.9299865,-0.5503773,-0.16747466,0.6136458,0.49477643,-0.13668594,0.32040703,0.61332947,-0.26604468,16.090076,-4.499138,-36.90457,7.7247605,-26.785255,4.502307,33.565453,-1080.78,-1083.4177,951
12550,3.3830240082114382e-12,0.8065687,-0.8101662,-0.28375253,-0.040474255,0.3729959,-0.09868382,-0.0013202009,-0.0013057258,-0.35633776,18.564987,24.416216,-50.638134,-10.124489,60.24848,15.313194,33.59972,-1080.7769,-1094.7313,1000
12551,3.397094057241816e-12,0.87062097,-0.6466518,-0.31822142,0.54323363,0.45365405,0.16583957,0.59243715,0.578825,-0.40428185,19.071497,42.461525,-6.0839014,-31.160547,6.482171,-14.699836,134.6489,-1080.7727,-1088.4457,999
12552,3.453540267218724e-12,0.95907825,0.056370545,-0.074450895,-0.5103386,0.77693605,-0.07005221,0.1916694,0.48675048,-0.19085373,18.24644,-16.327766,7.712935,-20.219954,-24.049131,18.715267,55.391243,-1080.7562,-1082.4199,998
12553,3.4763804995418753e-12,0.86302096,-0.5123438,-0.6702731,0.5265341,0.41264495,0.26303717,0.63343877,0.20760506,-0.36253446,18.18672,37.758846,-27.786678,26.829586,-53.87716,-41.026253,-11.147041,-1080.7496,-1097.5596,997
12554,3.498090513755659e-12,-0.2573857,0.5722215,-0.39844948,0.026594095,-0.06366286,-0.7741013,-0.3491766,-0.35642388,-0.31007314,19.167902,46.988983,5.4233074,-2.581087,31.913391,5.4961514,-22.581469,-1080.7434,-1082.4199,996
12555,3.5592549401852716e-12,0.7854601,-0.3930961,-0.1379981,0.1701536,0.02880773,-0.020058725,0.06393799,0.19551717,0.16949436,14.9574,36.450523,-12.343835,-75.65062,59.886913,-4.2570667,-1.9224622,-1080.7261,-1095.1794,995
12556,3.5889224984624706e-12,0.6073814,0.3405305,-0.07851,-0.23945054,0.2779131,-0.6265586,-0.19575194,0.55331415,0.22516416,19.41755,49.29287,-9.786843,13.08887,-23.78279,-16.103703,19.962137,-1080.7178,-1088.8868,994
12557,3.594622331421703e-12,0.77038914,0.1441156,-0.7137118,-0.3862918,0.6224578,-0.7667097,0.38546717,0.5507375,-0.61498547,16.282799,62.319878,14.456634,26.216393,8.189059,50.12796,56.767796,-1080.7162,-1087.6478,993
12558,3.6161878003542358e-12,0.941863,-0.5049236,-0.44678643,0.6937809,0.41360417,0.54626447,0.79986167,-0.099493116,-0.116946645,15.476828,67.75058,23.682936,-3.9504714,48.27754,92.90417,19.737103,-1080.7102,-1091.1077,992
12559,3.620162846086705e-12,0.82957405,-0.3111902,-0.6122888,-0.31215438,0.15440428,-0.5874811,-0.24779423,0.46380243,0.023936117,19.131222,56.069237,3.185587,-14.85166,18.575903,-35.58231,-42.627285,-1080.7091,-1092.9146,991
12560,3.657921121666993e-12,0.7888875,0.6749463,-0.8053921,0.77609944,0.7297353,-0.86920965,0.52179176,0.65269464,-0.22895513,17.836218,111.08126,10.862437,34.47401,24.803072,54.19841,33.496185,-1080.6987,-1082.4199,990
12561,3.666862503486101e-12,0.91659284,-0.7874087,0.1465687,0.5240039,0.46986812,0.31665128,0.28712752,0.18697025,-0.35393798,13.838082,12.007729,82.03546,-27.451345,49.72913,55.143456,40.2725,-1080.6963,-1100.1406,989
12562,3.682113041193779e-12,0.8784434,0.11543323,-0.80071217,0.28302255,0.29253596,-0.16440153,0.6815717,0.1122322,-0.15977627,19.399536,36.468693,-38.289055,-21.58934,-14.178503,-19.863743,-18.131912,-1080.6921,-1086.8743,988
12563,3.7005877788532674e-12,0.8016285,-0.0894214,-0.8826549,0.06814784,0.7616051,-0.7829545,0.5603774,0.29668462,-0.4381547,15.681804,10.956189,-26.57028,-12.638914,-36.987602,25.653177,24.22742,-1080.6871,-1085.7097,987
12564,3.798995855920744e-12,0.94996285,0.0071442495,-0.46514022,0.3545971,0.272865,-0.18401548,0.40264857,0.3949252,0.14689285,19.86633,47.569565,-74.453674,-33.824924,-76.44068,-22.053549,9.499845,-1080.6609,-1081.1887,986
12565,3.8087469858124144e-12,0.7550084,-0.7658403,0.08703448,-0.030578801,0.062204875,0.360023,-0.46401682,-0.22293006,-0.5083213,18.091124,68.67779,0.048465613,0.289701,-7.1599717,-93.735245,-0.44462186,-1080.6583,-1083.4177,985
12566,3.8273898609951475e-12,-0.1648929,-0.69904405,0.38128152,0.00012554185,-0.44721535,-0.43052748,-0.77104485,-0.61243474,-0.28723034,14.80203,40.348866,61.572674,98.43107,33.506176,49.95097,15.657487,-1080.6534,-1081.5059,984
12567,3.830661733428131e-12,0.7248395,0.3581545,-0.76371866,0.5262897,0.38557795,-0.7303853,0.45132187,0.21944146,0.051203143,18.541376,36.509144,44.06969,-3.4012196,-26.812145,23.486845,-14.648304,-1080.6526,-1081.5059,983
12568,3.868726023429804e-12,0.46450233,0.09438177,-0.54221195,-0.08237777,-0.14437534,-0.59259224,-0.22771028,-0.18582833,-0.19569568,20.406551,46.14564,-60.860546,46.502155,52.36886,-85.48513,48.964935,-1080.6427,-1164.6572,982
12569,3.876289512759115e-12,0.87154126,-0.43269056,0.03755076,-0.14264283,-0.23811498,-0.055896495,-0.12527673,0.32940632,0.19530855,15.243995,35.942284,-18.352394,-43.93098,-27.965694,-30.680765,2.7935188,-1080.6407,-1081.1887,981
12570,3.896214099957171e-12,0.45752472,0.2877034,-0.85703254,0.42212167,-0.08657647,-0.20203164,0.3550008,-0.5845999,-0.36078027,19.040112,41.09218,-32.502903,26.927082,52.858845,26.080757,58.42286,-1080.6356,-1094.2655,980
12571,3.912896133794525e-12,0.5005371,-0.6819155,0.4438368,-0.43768626,-0.4193983,0.14181912,-0.7000263,-0.4306725,0.045570772,17.613249,45.142525,-12.332695,27.043777,1.1228733,63.80966,48.947346,-1080.6313,-1084.2645,979
12572,3.916719187846966e-12,0.94092333,-0.14351079,-0.5677355,0.35989767,0.30141717,0.118769124,0.6870506,-0.043456387,-0.4781862,17.7015,22.099327,-51.23518,-19.987808,-28.979206,5.677104,-32.898884,-1080.6304,-1088.4457,978
12573,3.931568836186576e-12,0.73650223,-0.22510393,-0.16512774,-0.33446664,-0.39073864,-0.4888144,-0.48976293,0.07969451,-0.10946122,15.629905,41.65915,10.490009,1.9153719,-20.927967,-29.010485,12.355141,-1080.6266,-1091.1077,977
12574,3.954190275493615e-12,0.50481415,0.99305964,-0.7564641,0.71233934,0.019555993,-0.80156356,0.8093931,-0.39635715,0.111721024,18.517841,84.0171,35.392834,30.124437,15.950834,1.569664,-41.383526,-1080.6208,-1081.8444,976
12575,3.95998679086314e-12,0.17049895,-0.008816613,0.2557192,0.08945292,-0.26053682,-0.43920463,-0.7612074,-0.5926076,-0.12227946,13.290196,38.379128,64.120735,-4.675934,34.94372,-28.154087,37.47488,-1080.6194,-1085.2467,975
12576,4.000312669970934e-12,0.84774834,-0.9918325,-0.6935758,0.2461031,0.5040405,-0.34032404,0.29599184,0.23921575,-0.29354155,18.578146,51.04731,53.223198,-30.10727,9.769708,-23.687725,-20.20317,-1080.6093,-1080.78,974
12577,4.037597630997324e-12,0.7987103,-0.4963795,-0.28815654,-0.764783,0.5981462,0.24278226,0.1472553,0.39395317,-0.60977215,17.538397,39.529987,-41.128757,-10.666128,-29.941938,-42.94196,-38.057045,-1080.6,-1109.93,973
12578,4.0911801066040315e-12,0.9016222,0.15762457,-0.85168546,0.8108525,0.08848208,-0.48579875,0.8802159,-0.16769123,-0.23860829,16.973742,47.252758,84.195206,67.64627,46.963017,-32.73834,49.971725,-1080.5868,-1082.4199,972
12579,4.1383951693541796e-12,0.92162323,-0.75436586,0.41649053,0.47928718,0.34503916,0.43851086,0.5465493,0.3447074,-0.2667653,14.625709,76.28644,3.7215173,64.80138,28.326363,28.518225,24.166584,-1080.5753,-1097.168,971
12580,4.157636419052324e-12,0.97194135,-0.35581225,-0.4768725,0.17860629,0.39720827,-0.45133537,0.27965412,0.335453,-0.047970258,15.784757,-7.9302115,-4.881265,-4.9001403,-33.219208,-59.633804,-19.07805,-1080.5707,-1089.8826,970
12581,4.170343898688529e-12,0.94455785,0.43357712,-0.5686523,0.33210805,0.46547738,-0.49313658,0.6603902,0.4120461,-0.28192556,16.071264,70.927185,45.96238,-15.330339,-46.946823,4.1765103,-64.98139,-1080.5676,-1106.1185,969
12582,4.174418489378303e-12,0.802085,-0.07220481,-0.70028865,0.38219824,0.3413903,-0.842739,0.5522559,-0.10876834,-0.08583345,17.158825,61.90546,68.98612,62.294323,28.306223,-32.353615,-105.26947,-1080.5667,-1085.2467,968
12583,4.191268299603627e-12,0.7498464,-0.33986858,-0.7418176,0.08611899,-0.14573471,-0.58675027,0.48177534,-0.026571082,-0.15684716,15.074601,45.54098,18.10001,-6.227776,-24.272615,-18.705173,39.016376,-1080.5626,-1092.1115,967
12584,4.224140824294761e-12,0.83174807,0.13000913,-0.29711533,0.03432519,-0.060246676,-0.38704133,0.30667216,0.40583196,0.16315462,18.932549,45.302822,-38.247482,50.40075,-43.774014,-25.6303,-42.192997,-1080.5548,-1087.6478,966
12585,4.225688034149531e-12,0.86154395,0.9126714,-0.65640503,0.42982385,0.13799205,-0.2634781,0.6775708,0.40266535,0.24158232,17.114313,25.531605,9.258935,3.451782,-32.069103,19.98866,62.100376,-1080.5544,-1085.7097,965
12586,4.2551929331269855e-12,0.9492547,-0.15735312,-0.5157933,0.3164918,0.4181974,0.057935733,0.73400944,0.038534798,0.14502174,16.093174,34.841125,38.87652,-42.20826,-9.196475,-25.029142,-24.939785,-1080.5475,-1087.2825,964
12587,4.339648803545031e-12,0.7929373,-0.91197586,0.29057118,0.9515331,0.1570533,-0.37653747,0.7141737,0.111058824,-0.027387641,16.10445,76.7434,2.8927245,46.16189,84.459305,93.17304,1.968283,-1080.5278,-1081.1887,963
12588,4.411218017951496e-12,0.27435684,0.92830163,-0.7937821,0.69921845,0.5019827,-0.74111557,0.6345583,-0.12527354,-0.40888792,17.430403,38.170895,-37.988205,-2.750121,-9.056075,-1.5248506,-59.295074,-1080.5115,-1099.1628,962
12589,4.414988980186637e-12,0.4241801,-0.19568743,0.4902362,-0.35659918,-0.21885106,-0.24517378,-0.7818189,-0.20262526,-0.023924485,15.684249,22.733198,-33.47953,-1.099195,16.137285,74.7606,71.47337,-1080.5106,-1081.1887,961
12590,4.4193025987758485e-12,0.98302376,-0.340435,-0.27192682,-0.19797276,0.4196214,-0.06907565,0.09174465,0.6727935,0.10073654,18.00573,65.64465,6.4430957,-36.034863,19.55242,22.063791,9.321736,-1080.5096,-1080.78,960
12591,4.425240706790383e-12,0.82579106,-0.6794882,-0.6001492,0.5758506,0.08070669,-0.09943814,0.26511768,-0.075682506,-0.18079227,13.193201,47.54556,-46.36535,-71.86226,-78.70506,-123.88909,-10.052232,-1080.5083,-1086.8743,959
12592,4.4371408702128145e-12,0.8572165,-0.72410345,-0.42119303,0.38191396,-0.1265965,-0.08784256,0.29853454,0.06318293,0.01674035,19.19809,46.928646,35.78321,125.549,87.07965,-22.614157,-25.986498,-1080.5056,-1082.1115,958
12593,4.453419955092191e-12,0.8639864,0.38052458,-0.7548177,0.4062449,0.16629057,0.05617098,0.7241144,0.059810884,-0.3598631,18.657545,36.698135,32.518642,-2.8791423,12.687673,-132.74437,-37.86733,-1080.502,-1082.1115,957
12594,4.486157519221228e-12,0.9778173,-0.10933574,-0.32193235,-0.08767416,0.68292344,-0.6466518,-0.3062913,0.6547584,-0.14084053,14.897718,-61.078617,-32.381912,18.971077,27.557167,19.026209,-8.971849,-1080.4946,-1112.5642,956
12595,4.508666492284243e-12,0.5419826,0.39371127,-0.90457684,0.71037793,0.13922715,0.37771907,0.28275242,0.025922371,-0.2602207,17.90538,43.279446,-23.766453,-34.987236,-64.715416,-54.151516,9.125971,-1080.4896,-1085.2467,955
12596,4.5606996381823565e-12,0.06716721,0.88900524,-0.69867516,0.5974468,0.20021118,-0.86543655,0.7564459,0.0016909554,0.043352865,14.381536,56.204712,54.663715,36.08265,12.406513,-22.172606,-18.541636,-1080.4781,-1081.5059,954
12597,4.567385246031894e-12,0.9434101,-0.87691224,0.8024495,0.35715878,0.6670471,0.8494523,-0.057677932,0.17268026,-0.6323012,17.493677,-108.86204,-86.47306,-55.563866,40.43218,-19.73331,28.574015,-1080.4767,-1098.0116,953
12598,4.644410798124077e-12,0.930013,-0.81933945,0.41625854,0.6342675,-0.06813782,0.66251105,0.31809127,0.039374,-0.24406214,13.918782,24.483423,-13.279364,-19.713694,28.85829,-20.788738,-2.5699744,-1080.46,-1087.6478,952
12599,4.589072752257991e-12,0.94914573,0.6315849,-0.70413154,0.82632965,0.34482762,-0.23350552,0.8052664,0.015510396,0.061229747,15.435728,48.19093,-17.138035,-16.089798,-52.307175,31.705181,-28.245932,-1080.4467,-1088.0969,951
12600,4.527548562849798e-12,0.95171326,-0.80447894,-0.23445508,0.9781798,0.43654892,-0.7499394,0.9298408,-0.0004808615,-0.27657163,17.277397,44.34893,-20.50766,-30.194345,-8.998557,-27.714132,23.94026,-1080.4342,-1091.1077,1000
12601,4.562501586346048e-12,0.997388,0.49720857,-0.5422303,0.08884522,0.19492175,0.12265041,0.69573504,0.4680795,0.11532793,18.441158,-54.15939,34.429996,34.312546,-30.979134,-0.07673758,-47.088432,-1080.4265,-1080.4467,999
12602,4.582595762046813e-12,0.77577806,-0.1909248,-0.41068912,-0.40536615,0.32436135,-0.49935913,0.087925866,0.35381123,-0.37203926,15.068355,43.64327,68.68094,8.719569,-21.275818,47.852924,18.498535,-1080.4221,-1086.0845,998
12603,4.584274266061522e-12,0.25117505,0.045555312,-0.12278442,0.18200569,-0.31356964,-0.48664132,-0.5990022,-0.43950313,0.21441881,18.969639,33.60477,-14.138979,-16.164078,64.89168,2.9312267,7.5055118,-1080.4218,-1085.2467,997
12604,4.618537506069553e-12,0.8857082,0.46545503,-0.4441923,-0.0094144475,0.3663634,-0.541698,0.3871113,0.69788736,0.37806287,17.006844,50.33069,-27.227886,32.441143,-24.423246,-11.662661,-55.13787,-1080.4143,-1095.6931,996
12605,4.619101326797348e-12,0.91265696,-0.4382845,-0.4473372,0.5334819,0.3756441,0.24322216,0.58659816,0.24730784,-0.5682591,20.837461,40.080517,-38.699844,8.146882,-10.223549,55.66535,-16.180075,-1080.4142,-1092.9146,995
12606,4.626437262857395e-12,-0.3619859,0.06041745,-0.33287308,0.3806723,-0.33144003,-0.7860903,-0.22194879,-0.55827075,-0.20041516,16.591324,46.63602,27.35516,16.867212,14.473589,-59.63831,7.923559,-1080.4126,-1081.5059,994
12607,4.6270020479719324e-12,0.7864102,0.27545834,-0.767122,0.25936186,0.69565094,-0.657647,0.6721839,-0.13436514,-0.28463632,15.941972,33.10067,-51.18894,-26.508545,-46.836884,18.335115,-34.3307,-1080.4125,-1102.7544,993
12608,4.6371799782298844e-12,0.7014937,0.33770585,0.5472553,-0.73959064,0.8144681,0.2133478,0.11144244,0.71162033,-0.38784963,16.581022,15.613764,3.9571419,6.371284,6.2992034,-13.494671,-16.968214,-1080.4103,-1082.1115,992
12609,4.715382566525689e-12,0.9112837,-0.57825714,-0.42897666,0.08882684,0.6332842,0.7436252,0.2947146,-0.119827524,-0.55254334,17.214735,63.07128,35.200203,-17.591331,-8.085152,15.968625,-36.443623,-1080.3936,-1088.0969,991
12610,4.716533923516601e-12,0.6225312,0.9877433,-0.8296263,0.70261073,0.4487908,-0.55053955,0.7728347,0.20568219,-0.37837568,12.173648,8.156679,-43.58638,-36.27188,-44.74536,19.649559,-30.251038,-1080.3933,-1083.8859,990
12611,4.719413546066997e-12,-0.41706473,0.95475465,-0.7673574,0.22428355,0.4495346,-0.5352875,0.85230136,0.39039636,0.026699644,13.327083,39.582653,43.3794,8.996661,48.953186,-69.73408,-18.450521,-1080.3927,-1080.78,989
12612,4.754686828076635e-12,0.69975066,-0.2178934,-0.06139694,0.09370003,0.08584352,-0.47669104,-0.26229635,-0.24322875,-0.14056192,16.77892,26.09927,49.920914,68.815994,47.263836,-42.69447,12.133972,-1080.3853,-1081.1887,988
12613,4.7808769704086225e-12,0.9830931,0.28623366,-0.58040726,0.45966315,0.2819734,-0.04569292,0.46744746,0.32445225,0.075633146,15.0682,13.220729,-3.4343905,11.541021,-28.00288,5.8416295,50.775406,-1080.3798,-1081.1887,987
12614,4.788469834322971e-12,0.80521226,-0.24026552,-0.4015132,0.1900514,0.4425096,-0.5486836,0.40589422,0.5201428,-0.05191644,13.818949,45.004604,-33.626804,-17.093658,8.354531,38.39777,61.428432,-1080.3782,-1080.4467,986
12615,4.800174716873984e-12,-0.06260886,0.5328655,0.04590586,-0.16658096,-0.574069,-0.76764363,-0.6834896,-0.35336122,0.26068738,17.022114,38.960464,74.53984,-27.350643,40.256783,27.50239,4.8168006,-1080.3757,-1083.1696,985
12616,4.825437190119802e-12,0.5662926,0.79007596,-0.8442191,0.5895875,0.4141418,-0.7135375,0.9392518,-0.43882048,-0.30041632,16.479885,38.965046,5.869622,5.8120365,-13.305169,-45.58424,-60.87506,-1080.3705,-1081.8444,984
12617,4.8674409768649185e-12,0.9619314,0.6095654,-0.5761892,0.3272495,0.5284168,-0.21713868,0.7699327,0.2837854,-0.049829915,16.138779,-65.877045,1.1196898,20.518715,0.520967,78.395294,-2.340291,-1080.3618,-1080.4467,983
12618,4.8984360880892e-12,0.81904364,0.60467535,-0.8667296,0.98013324,-0.047894556,0.7461679,0.33748686,-0.33738327,-0.13190228,18.9013,44.257324,-55.37695,-50.782383,-72.44352,-34.607784,38.92382,-1080.3555,-1084.2645,982
12619,4.930832240909591e-12,0.22598577,-0.016896887,0.42382103,-0.3509425,-0.4539157,-0.56625813,-0.54147243,-0.35198703,0.25886202,14.938517,50.43195,42.65673,31.818731,40.31795,30.18179,72.83908,-1080.3489,-1084.9205,981
12620,4.957992641343522e-12,0.47033763,0.71980363,-0.6702292,0.31712943,0.3634627,-0.95836145,0.6626947,0.11982841,0.10240673,18.264757,54.726357,-19.196136,22.144278,23.750214,22.713602,-37.41064,-1080.3434,-1090.7281,980
12621,4.98895533104618e-12,0.9085915,0.38312662,-0.7322473,0.79012054,0.46611485,-0.77917993,0.48411012,0.16859996,-0.053186454,15.406431,-11.709437,37.947372,23.219759,12.622362,-44.852463,-95.50132,-1080.3372,-1084.2645,979
12622,5.039144375852656e-12,0.9000951,-0.21681055,-0.3914781,0.44181225,0.6267433,-0.50642896,0.21848863,0.46707174,-0.022462312,14.057132,16.44722,-22.729692,-13.764548,-40.93993,3.679438,82.69423,-1080.3271,-1082.1115,978
12623,5.128506191179314e-12,0.8879191,-0.8382143,-0.06434651,0.49672848,0.36439258,0.5602763,0.12443023,0.0982263,-0.20677684,17.412481,36.460712,-11.9212675,-42.297577,6.196301,82.22532,-75.93644,-1080.3096,-1082.4199,977
12624,5.155496615090656e-12,0.9461742,-0.15420787,-0.5026109,0.49556455,0.72080564,-0.023795886,0.58910114,0.038887102,-0.25560862,15.243903,61.02439,3.978988,-56.61031,-56.081974,-22.946304,-22.823343,-1080.3043,-1089.8826,976
12625,5.183894529614233e-12,0.9208334,-0.14052019,-0.4687092,-0.04879104,0.3638648,-0.274543,0.3796025,0.4300624,-0.35228485,15.780705,52.10544,69.41732,-37.928318,22.33102,2.928942,18.323465,-1080.2988,-1085.2467,975
12626,5.304883983422221e-12,0.8914268,-0.6295419,-0.32161847,0.14002596,0.6546503,-0.37299186,0.005585688,0.59200186,-0.14098054,17.912672,19.114857,-13.6546545,-32.851692,3.4205728,-40.713142,55.470387,-1080.2758,-1085.7097,974
12627,5.318500374377092e-12,0.88505185,0.2417865,-0.77437633,0.58363837,0.079599276,-0.6799408,0.9358749,0.08195015,0.02542574,14.246074,50.417732,-23.101109,-55.47665,-67.643364,-9.30306,-41.44954,-1080.2732,-1086.451,973
12628,5.324996648610063e-12,0.8539713,-0.5949098,-0.047154836,0.2708054,0.67054665,-0.27527362,0.13045731,0.47542375,-0.16103968,16.099028,96.0545,-24.344975,-34.81818,-5.726397,-41.126957,18.22265,-1080.272,-1082.7903,972
12629,5.3288982212591256e-12,0.6778778,0.063460864,-0.5734602,-0.14547409,0.56578505,-0.6297156,-0.26255462,0.66317654,-0.31837273,13.914911,46.296078,-13.212747,-9.612091,-1.758307,-14.509502,14.55541,-1080.2712,-1083.4177,971
12630,5.3608682527226934e-12,0.87262017,-0.87719,0.6081485,0.07750005,-0.048677932,0.60397756,-0.1802292,-0.043968156,-0.19729957,17.776236,13.962293,-31.006628,-69.122055,-0.14645699,-83.029396,1.177191,-1080.2653,-1084.2645,970
12631,5.3693822436393765e-12,0.9035168,-0.4577694,0.15990648,-0.07449103,0.16600522,-0.050292607,-0.1883673,0.13679099,-0.2136092,17.337795,9.135185,46.948166,21.414482,-50.87587,31.11429,-12.412093,-1080.2637,-1089.2767,969
12632,5.404233295393458e-12,0.98911995,0.5040016,-0.7779757,0.82136077,-0.14923367,0.9234749,0.28556818,-0.2913586,-0.1869381,18.26967,41.2096,-51.948364,-75.06481,-55.024357,-25.865707,-56.85897,-1080.2572,-1090.7281,968
12633,5.427372065594543e-12,0.99311775,-0.2875532,-0.5773453,0.71806747,0.30327004,-0.086754985,0.8757143,0.20774662,-0.116539,20.292997,-72.49718,-8.077767,-16.126343,1.1497934,31.283598,-4.696138,-1080.2529,-1087.6478,967
12634,5.434001320987507e-12,0.97640723,-0.4701633,-0.23658574,0.4036672,0.09167724,-0.06326821,0.49082726,0.15945314,0.30304968,18.25359,73.44776,-8.513268,-84.80497,-39.613163,-36.878105,11.388967,-1080.2517,-1083.4177,966
12635,5.439310554877482e-12,0.85259634,-0.5741055,-0.39428028,0.1766194,0.37013847,0.21477668,0.58516765,0.2950851,0.040561076,17.46198,42.31564,-57.72565,31.444984,-73.42982,-5.484573,69.04638,-1080.2507,-1080.4467,965
12636,5.444624976102354e-12,0.65387136,0.63991416,-0.85292727,0.8785545,-0.04900665,0.75780463,0.22777428,-0.3331597,-0.04545146,18.293924,19.971998,-65.84781,-71.58315,-38.895943,-16.690405,-4.8777437,-1080.2498,-1109.287,964
12637,5.504099272594234e-12,0.7609668,0.084137335,-0.93441,0.710299,0.6892305,-0.7159094,0.7265838,0.11453683,-0.55475944,17.683935,48.087765,-10.23432,-15.042599,-17.28972,-63.123478,-36.538006,-1080.2389,-1081.1887,963
12638,5.5121678261554315e-12,0.75219077,-0.38351014,-0.68995684,0.35251197,-0.33402938,-0.14167106,0.029603615,-0.44158718,-0.23406374,16.681337,34.71108,-12.976586,21.5267,-55.968433,-78.970535,-22.397453,-1080.2374,-1085.2467,962
